FIPS Code,State/Area,year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Area_Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Unemployment_rate
31,Nebraska,2019,11,"1,498,271   ","1,057,334   ",70.6,"1,024,055   ",68.3,"33,279   ",3.1
32,Nevada,2019,11,"2,428,378   ","1,565,992   ",64.5,"1,501,574   ",61.8,"64,418   ",4.1
33,New Hampshire,2019,11,"1,133,886   ","784,633   ",69.2,"764,300   ",67.4,"20,333   ",2.6
34,New Jersey,2019,11,"7,368,303   ","4,746,264   ",64.4,"4,566,123   ",62.0,"180,141   ",3.8
35,New Mexico,2019,11,"1,650,790   ","959,947   ",58.2,"912,641   ",55.3,"47,306   ",4.9
36,New York,2019,11,"16,245,245   ","9,904,428   ",61.0,"9,514,584   ",58.6,"389,844   ",3.9
51000,New York city,2019,11,"7,105,287   ","4,274,975   ",60.2,"4,110,148   ",57.8,"164,827   ",3.9
37,North Carolina,2019,11,"8,167,402   ","5,023,056   ",61.5,"4,831,883   ",59.2,"191,173   ",3.8
38,North Dakota,2019,11,"594,045   ","413,357   ",69.6,"404,802   ",68.1,"8,555   ",2.1
39,Ohio,2019,11,"9,311,911   ","5,915,539   ",63.5,"5,660,000   ",60.8,"255,539   ",4.3
40,Oklahoma,2019,11,"3,023,032   ","1,846,306   ",61.1,"1,787,984   ",59.1,"58,322   ",3.2
41,Oregon,2019,11,"3,415,980   ","2,094,636   ",61.3,"2,023,258   ",59.2,"71,378   ",3.4
42,Pennsylvania,2019,11,"10,423,815   ","6,593,548   ",63.3,"6,301,612   ",60.5,"291,936   ",4.4
44,Rhode Island,2019,11,"893,849   ","578,324   ",64.7,"558,232   ",62.5,"20,092   ",3.5
45,South Carolina,2019,11,"4,025,026   ","2,328,768   ",57.9,"2,269,784   ",56.4,"58,984   ",2.5
46,South Dakota,2019,11,"671,997   ","466,323   ",69.4,"453,706   ",67.5,"12,617   ",2.7
47,Tennessee,2019,11,"5,421,206   ","3,349,654   ",61.8,"3,234,902   ",59.7,"114,752   ",3.4
48,Texas,2019,11,"21,913,794   ","14,049,832   ",64.1,"13,558,434   ",61.9,"491,398   ",3.5
49,Utah,2019,11,"2,385,605   ","1,634,430   ",68.5,"1,595,027   ",66.9,"39,403   ",2.4
50,Vermont,2019,11,"533,516   ","353,248   ",66.2,"345,667   ",64.8,"7,581   ",2.1
51,Virginia,2019,11,"6,739,304   ","4,438,033   ",65.9,"4,314,533   ",64.0,"123,500   ",2.8
53,Washington,2019,11,"6,063,379   ","3,971,480   ",65.5,"3,817,222   ",63.0,"154,258   ",3.9
54,West Virginia,2019,11,"1,451,393   ","799,341   ",55.1,"758,515   ",52.3,"40,826   ",5.1
55,Wisconsin,2019,11,"4,681,929   ","3,109,501   ",66.4,"3,010,069   ",64.3,"99,432   ",3.2
56,Wyoming,2019,11,"448,535   ","294,890   ",65.7,"282,929   ",63.1,"11,961   ",4.1
1,Alabama,2019,12,"3,948,677   ","2,274,286   ",57.6,"2,203,603   ",55.8,"70,683   ",3.1
2,Alaska,2019,12,"544,765   ","353,020   ",64.8,"334,249   ",61.4,"18,771   ",5.3
4,Arizona,2019,12,"5,591,724   ","3,475,107   ",62.1,"3,310,351   ",59.2,"164,756   ",4.7
5,Arkansas,2019,12,"2,336,888   ","1,357,794   ",58.1,"1,309,953   ",56.1,"47,841   ",3.5
6,California,2019,12,"31,097,199   ","19,565,560   ",62.9,"18,751,201   ",60.3,"814,359   ",4.2
37,Los Angeles County,2019,12,"8,055,557   ","5,231,456   ",64.9,"4,984,345   ",61.9,"247,111   ",4.7
8,Colorado,2019,12,"4,549,990   ","3,133,811   ",68.9,"3,045,150   ",66.9,"88,661   ",2.8
9,Connecticut,2019,12,"2,915,958   ","1,946,805   ",66.8,"1,873,463   ",64.2,"73,342   ",3.8
10,Delaware,2019,12,"787,914   ","483,633   ",61.4,"466,032   ",59.1,"17,601   ",3.6
11,District of Columbia,2019,12,"564,017   ","402,396   ",71.3,"380,934   ",67.5,"21,462   ",5.3
12,Florida,2019,12,"17,381,899   ","10,396,424   ",59.8,"10,083,108   ",58.0,"313,316   ",3.0
13,Georgia,2019,12,"8,252,522   ","5,202,079   ",63.0,"5,021,928   ",60.9,"180,151   ",3.5
15,Hawaii,2019,12,"1,124,772   ","690,095   ",61.4,"674,409   ",60.0,"15,686   ",2.3
16,Idaho,2019,12,"1,399,350   ","900,353   ",64.3,"875,519   ",62.6,"24,834   ",2.8
17,Illinois,2019,12,"10,122,415   ","6,513,265   ",64.3,"6,275,833   ",62.0,"237,432   ",3.6
18,Indiana,2019,12,"5,276,602   ","3,412,569   ",64.7,"3,299,855   ",62.5,"112,714   ",3.3
19,Iowa,2019,12,"2,493,804   ","1,744,525   ",70.0,"1,697,885   ",68.1,"46,640   ",2.7
20,Kansas,2019,12,"2,245,561   ","1,512,705   ",67.4,"1,463,520   ",65.2,"49,185   ",3.3
21,Kentucky,2019,12,"3,522,371   ","2,076,707   ",59.0,"1,992,523   ",56.6,"84,184   ",4.1
22,Louisiana,2019,12,"3,585,647   ","2,105,307   ",58.7,"2,003,853   ",55.9,"101,454   ",4.8
23,Maine,2019,12,"1,123,727   ","699,997   ",62.3,"677,642   ",60.3,"22,355   ",3.2
24,Maryland,2019,12,"4,857,021   ","3,362,081   ",69.2,"3,252,096   ",67.0,"109,985   ",3.3
25,Massachusetts,2019,12,"5,739,529   ","3,829,604   ",66.7,"3,720,005   ",64.8,"109,599   ",2.9
26,Michigan,2019,12,"8,060,046   ","4,972,310   ",61.7,"4,783,505   ",59.3,"188,805   ",3.8
27,Minnesota,2019,12,"4,469,109   ","3,130,379   ",70.0,"3,025,549   ",67.7,"104,830   ",3.3
28,Mississippi,2019,12,"2,280,895   ","1,280,058   ",56.1,"1,208,806   ",53.0,"71,252   ",5.6
29,Missouri,2019,12,"4,824,112   ","3,094,815   ",64.2,"2,991,415   ",62.0,"103,400   ",3.3
30,Montana,2019,12,"859,687   ","549,838   ",64.0,"530,406   ",61.7,"19,432   ",3.5
31,Nebraska,2019,12,"1,499,060   ","1,056,803   ",70.5,"1,024,057   ",68.3,"32,746   ",3.1
32,Nevada,2019,12,"2,432,219   ","1,568,672   ",64.5,"1,503,316   ",61.8,"65,356   ",4.2
33,New Hampshire,2019,12,"1,134,660   ","783,667   ",69.1,"763,377   ",67.3,"20,290   ",2.6
34,New Jersey,2019,12,"7,371,512   ","4,752,986   ",64.5,"4,567,851   ",62.0,"185,135   ",3.9
35,New Mexico,2019,12,"1,651,902   ","960,760   ",58.2,"912,506   ",55.2,"48,254   ",5.0
36,New York,2019,12,"16,244,544   ","9,913,846   ",61.0,"9,519,010   ",58.6,"394,836   ",4.0
51000,New York city,2019,12,"7,103,352   ","4,280,022   ",60.3,"4,110,433   ",57.9,"169,589   ",4.0
37,North Carolina,2019,12,"8,175,421   ","5,023,963   ",61.5,"4,834,082   ",59.1,"189,881   ",3.8
38,North Dakota,2019,12,"594,261   ","412,619   ",69.4,"404,207   ",68.0,"8,412   ",2.0
39,Ohio,2019,12,"9,313,912   ","5,924,607   ",63.6,"5,666,842   ",60.8,"257,765   ",4.4
40,Oklahoma,2019,12,"3,024,834   ","1,843,930   ",61.0,"1,786,162   ",59.0,"57,768   ",3.1
41,Oregon,2019,12,"3,418,638   ","2,093,864   ",61.2,"2,022,579   ",59.2,"71,285   ",3.4
42,Pennsylvania,2019,12,"10,425,767   ","6,588,288   ",63.2,"6,293,991   ",60.4,"294,297   ",4.5
44,Rhode Island,2019,12,"894,223   ","578,028   ",64.6,"557,740   ",62.4,"20,288   ",3.5
45,South Carolina,2019,12,"4,029,822   ","2,329,660   ",57.8,"2,267,885   ",56.3,"61,775   ",2.7
46,South Dakota,2019,12,"672,462   ","466,087   ",69.3,"453,726   ",67.5,"12,361   ",2.7
47,Tennessee,2019,12,"5,426,345   ","3,349,275   ",61.7,"3,233,025   ",59.6,"116,250   ",3.5
48,Texas,2019,12,"21,943,443   ","14,065,707   ",64.1,"13,576,338   ",61.9,"489,369   ",3.5
49,Utah,2019,12,"2,389,917   ","1,636,696   ",68.5,"1,596,964   ",66.8,"39,732   ",2.4
50,Vermont,2019,12,"533,736   ","352,852   ",66.1,"345,548   ",64.7,"7,304   ",2.1
51,Virginia,2019,12,"6,743,227   ","4,439,914   ",65.8,"4,315,067   ",64.0,"124,847   ",2.8
53,Washington,2019,12,"6,070,251   ","3,974,992   ",65.5,"3,824,379   ",63.0,"150,613   ",3.8
54,West Virginia,2019,12,"1,450,977   ","799,331   ",55.1,"758,068   ",52.2,"41,263   ",5.2
55,Wisconsin,2019,12,"4,684,115   ","3,105,297   ",66.3,"3,007,528   ",64.2,"97,769   ",3.1
56,Wyoming,2019,12,"448,761   ","295,088   ",65.8,"282,659   ",63.0,"12,429   ",4.2
1,Alabama,2020,1,"3,950,613   ","2,269,715   ",57.5,"2,197,356   ",55.6,"72,359   ",3.2
2,Alaska,2020,1,"544,695   ","352,920   ",64.8,"333,990   ",61.3,"18,930   ",5.4
4,Arizona,2020,1,"5,601,414   ","3,477,155   ",62.1,"3,311,092   ",59.1,"166,063   ",4.8
5,Arkansas,2020,1,"2,337,836   ","1,355,834   ",58.0,"1,308,003   ",55.9,"47,831   ",3.5
6,California,2020,1,"31,101,210   ","19,590,529   ",63.0,"18,754,316   ",60.3,"836,213   ",4.3
37,Los Angeles County,2020,1,"8,053,271   ","5,245,158   ",65.1,"4,987,797   ",61.9,"257,361   ",4.9
8,Colorado,2020,1,"4,554,757   ","3,136,173   ",68.9,"3,042,478   ",66.8,"93,695   ",3.0
9,Connecticut,2020,1,"2,916,173   ","1,943,476   ",66.6,"1,869,398   ",64.1,"74,078   ",3.8
10,Delaware,2020,1,"788,800   ","482,323   ",61.1,"464,813   ",58.9,"17,510   ",3.6
11,District of Columbia,2020,1,"564,120   ","402,467   ",71.3,"380,366   ",67.4,"22,101   ",5.5
12,Florida,2020,1,"17,400,392   ","10,387,092   ",59.7,"10,076,556   ",57.9,"310,536   ",3.0
13,Georgia,2020,1,"8,260,162   ","5,203,244   ",63.0,"5,019,687   ",60.8,"183,557   ",3.5
15,Hawaii,2020,1,"1,124,810   ","689,607   ",61.3,"674,250   ",59.9,"15,357   ",2.2
16,Idaho,2020,1,"1,402,465   ","900,710   ",64.2,"875,946   ",62.5,"24,764   ",2.7
17,Illinois,2020,1,"10,120,391   ","6,507,618   ",64.3,"6,266,207   ",61.9,"241,411   ",3.7
18,Indiana,2020,1,"5,279,090   ","3,406,212   ",64.5,"3,292,286   ",62.4,"113,926   ",3.3
19,Iowa,2020,1,"2,494,569   ","1,736,848   ",69.6,"1,690,991   ",67.8,"45,857   ",2.6
20,Kansas,2020,1,"2,246,210   ","1,511,079   ",67.3,"1,461,735   ",65.1,"49,344   ",3.3
21,Kentucky,2020,1,"3,523,351   ","2,071,871   ",58.8,"1,987,029   ",56.4,"84,842   ",4.1
22,Louisiana,2020,1,"3,585,322   ","2,097,121   ",58.5,"1,997,143   ",55.7,"99,978   ",4.8
23,Maine,2020,1,"1,124,313   ","698,238   ",62.1,"675,789   ",60.1,"22,449   ",3.2
24,Maryland,2020,1,"4,858,369   ","3,364,825   ",69.3,"3,251,292   ",66.9,"113,533   ",3.4
25,Massachusetts,2020,1,"5,741,315   ","3,815,555   ",66.5,"3,707,253   ",64.6,"108,302   ",2.8
26,Michigan,2020,1,"8,060,860   ","4,960,110   ",61.5,"4,772,430   ",59.2,"187,680   ",3.8
27,Minnesota,2020,1,"4,471,266   ","3,131,633   ",70.0,"3,024,453   ",67.6,"107,180   ",3.4
28,Mississippi,2020,1,"2,280,733   ","1,277,947   ",56.0,"1,205,864   ",52.9,"72,083   ",5.6
29,Missouri,2020,1,"4,825,738   ","3,091,396   ",64.1,"2,988,797   ",61.9,"102,599   ",3.3
30,Montana,2020,1,"860,571   ","549,481   ",63.9,"530,034   ",61.6,"19,447   ",3.5
31,Nebraska,2020,1,"1,499,832   ","1,054,980   ",70.3,"1,022,742   ",68.2,"32,238   ",3.1
32,Nevada,2020,1,"2,435,980   ","1,569,274   ",64.4,"1,502,659   ",61.7,"66,615   ",4.2
33,New Hampshire,2020,1,"1,135,409   ","781,294   ",68.8,"761,057   ",67.0,"20,237   ",2.6
34,New Jersey,2020,1,"7,374,396   ","4,753,250   ",64.5,"4,563,931   ",61.9,"189,319   ",4.0
35,New Mexico,2020,1,"1,652,926   ","960,609   ",58.1,"911,204   ",55.1,"49,405   ",5.1
36,New York,2020,1,"16,243,219   ","9,909,100   ",61.0,"9,508,711   ",58.5,"400,389   ",4.0
51000,New York city,2020,1,"7,101,725   ","4,280,567   ",60.3,"4,104,862   ",57.8,"175,705   ",4.1
37,North Carolina,2020,1,"8,183,024   ","5,020,586   ",61.4,"4,830,887   ",59.0,"189,699   ",3.8
38,North Dakota,2020,1,"594,463   ","411,668   ",69.3,"403,150   ",67.8,"8,518   ",2.1
39,Ohio,2020,1,"9,315,401   ","5,926,598   ",63.6,"5,663,883   ",60.8,"262,715   ",4.4
40,Oklahoma,2020,1,"3,026,479   ","1,840,004   ",60.8,"1,782,431   ",58.9,"57,573   ",3.1
41,Oregon,2020,1,"3,421,134   ","2,091,853   ",61.1,"2,019,333   ",59.0,"72,520   ",3.5
42,Pennsylvania,2020,1,"10,427,171   ","6,574,603   ",63.1,"6,275,927   ",60.2,"298,676   ",4.5
44,Rhode Island,2020,1,"894,558   ","576,723   ",64.5,"556,008   ",62.2,"20,715   ",3.6
45,South Carolina,2020,1,"4,034,418   ","2,327,774   ",57.7,"2,262,788   ",56.1,"64,986   ",2.8
46,South Dakota,2020,1,"672,906   ","465,201   ",69.1,"453,124   ",67.3,"12,077   ",2.6
47,Tennessee,2020,1,"5,431,220   ","3,343,516   ",61.6,"3,227,352   ",59.4,"116,164   ",3.5
48,Texas,2020,1,"21,972,326   ","14,064,669   ",64.0,"13,572,739   ",61.8,"491,930   ",3.5
49,Utah,2020,1,"2,394,038   ","1,637,058   ",68.4,"1,596,928   ",66.7,"40,130   ",2.5
50,Vermont,2020,1,"533,915   ","352,193   ",66.0,"344,899   ",64.6,"7,294   ",2.1
51,Virginia,2020,1,"6,746,853   ","4,435,880   ",65.7,"4,310,258   ",63.9,"125,622   ",2.8
53,Washington,2020,1,"6,076,848   ","3,975,766   ",65.4,"3,826,405   ",63.0,"149,361   ",3.8
54,West Virginia,2020,1,"1,450,416   ","798,553   ",55.1,"756,806   ",52.2,"41,747   ",5.2
55,Wisconsin,2020,1,"4,686,070   ","3,098,300   ",66.1,"3,002,763   ",64.1,"95,537   ",3.1
56,Wyoming,2020,1,"448,927   ","295,103   ",65.7,"282,027   ",62.8,"13,076   ",4.4
1,Alabama,2020,2,"3,951,770   ","2,263,536   ",57.3,"2,189,357   ",55.4,"74,179   ",3.3
2,Alaska,2020,2,"544,496   ","352,509   ",64.7,"333,315   ",61.2,"19,194   ",5.4
4,Arizona,2020,2,"5,609,932   ","3,475,147   ",61.9,"3,307,090   ",59.0,"168,057   ",4.8
5,Arkansas,2020,2,"2,338,306   ","1,353,366   ",57.9,"1,305,298   ",55.8,"48,068   ",3.6
6,California,2020,2,"31,101,089   ","19,600,700   ",63.0,"18,739,937   ",60.3,"860,763   ",4.4
37,Los Angeles County,2020,2,"8,050,254   ","5,254,129   ",65.3,"4,985,099   ",61.9,"269,030   ",5.1
8,Colorado,2020,2,"4,558,962   ","3,134,966   ",68.8,"3,035,949   ",66.6,"99,017   ",3.2
9,Connecticut,2020,2,"2,915,862   ","1,937,926   ",66.5,"1,863,172   ",63.9,"74,754   ",3.9
10,Delaware,2020,2,"789,499   ","480,824   ",60.9,"463,272   ",58.7,"17,552   ",3.7
11,District of Columbia,2020,2,"564,131   ","401,557   ",71.2,"378,857   ",67.2,"22,700   ",5.7
12,Florida,2020,2,"17,415,035   ","10,355,357   ",59.5,"10,047,103   ",57.7,"308,254   ",3.0
13,Georgia,2020,2,"8,266,455   ","5,200,327   ",62.9,"5,012,344   ",60.6,"187,983   ",3.6
15,Hawaii,2020,2,"1,124,635   ","688,418   ",61.2,"673,337   ",59.9,"15,081   ",2.2
16,Idaho,2020,2,"1,405,372   ","900,434   ",64.1,"875,315   ",62.3,"25,119   ",2.8
17,Illinois,2020,2,"10,116,661   ","6,505,487   ",64.3,"6,255,066   ",61.8,"250,421   ",3.8
18,Indiana,2020,2,"5,280,681   ","3,395,560   ",64.3,"3,280,551   ",62.1,"115,009   ",3.4
19,Iowa,2020,2,"2,494,803   ","1,726,959   ",69.2,"1,681,760   ",67.4,"45,199   ",2.6
20,Kansas,2020,2,"2,246,451   ","1,507,455   ",67.1,"1,458,276   ",64.9,"49,179   ",3.3
21,Kentucky,2020,2,"3,523,630   ","2,064,321   ",58.6,"1,978,980   ",56.2,"85,341   ",4.1
22,Louisiana,2020,2,"3,584,347   ","2,088,182   ",58.3,"1,990,004   ",55.5,"98,178   ",4.7
23,Maine,2020,2,"1,124,649   ","695,507   ",61.8,"673,167   ",59.9,"22,340   ",3.2
24,Maryland,2020,2,"4,858,861   ","3,364,687   ",69.2,"3,247,302   ",66.8,"117,385   ",3.5
25,Massachusetts,2020,2,"5,742,130   ","3,793,932   ",66.1,"3,687,342   ",64.2,"106,590   ",2.8
26,Michigan,2020,2,"8,060,147   ","4,940,523   ",61.3,"4,753,232   ",59.0,"187,291   ",3.8
27,Minnesota,2020,2,"4,472,643   ","3,128,603   ",69.9,"3,018,477   ",67.5,"110,126   ",3.5
28,Mississippi,2020,2,"2,280,139   ","1,275,096   ",55.9,"1,201,565   ",52.7,"73,531   ",5.8
29,Missouri,2020,2,"4,826,424   ","3,087,875   ",64.0,"2,983,721   ",61.8,"104,154   ",3.4
30,Montana,2020,2,"861,270   ","548,362   ",63.7,"529,066   ",61.4,"19,296   ",3.5
31,Nebraska,2020,2,"1,500,312   ","1,052,084   ",70.1,"1,020,296   ",68.0,"31,788   ",3.0
32,Nevada,2020,2,"2,439,412   ","1,567,999   ",64.3,"1,499,482   ",61.5,"68,517   ",4.4
33,New Hampshire,2020,2,"1,135,900   ","777,768   ",68.5,"757,610   ",66.7,"20,158   ",2.6
34,New Jersey,2020,2,"7,376,085   ","4,745,496   ",64.3,"4,553,129   ",61.7,"192,367   ",4.1
35,New Mexico,2020,2,"1,653,708   ","959,276   ",58.0,"908,745   ",55.0,"50,531   ",5.3
36,New York,2020,2,"16,239,142   ","9,888,746   ",60.9,"9,482,072   ",58.4,"406,674   ",4.1
51000,New York city,2020,2,"7,099,401   ","4,276,190   ",60.2,"4,093,110   ",57.7,"183,080   ",4.3
37,North Carolina,2020,2,"8,189,154   ","5,015,309   ",61.2,"4,824,639   ",58.9,"190,670   ",3.8
38,North Dakota,2020,2,"594,547   ","410,920   ",69.1,"401,870   ",67.6,"9,050   ",2.2
39,Ohio,2020,2,"9,315,122   ","5,917,612   ",63.5,"5,647,645   ",60.6,"269,967   ",4.6
40,Oklahoma,2020,2,"3,027,571   ","1,835,566   ",60.6,"1,777,580   ",58.7,"57,986   ",3.2
41,Oregon,2020,2,"3,423,064   ","2,088,774   ",61.0,"2,013,968   ",58.8,"74,806   ",3.6
42,Pennsylvania,2020,2,"10,426,474   ","6,558,396   ",62.9,"6,249,855   ",59.9,"308,541   ",4.7
44,Rhode Island,2020,2,"894,759   ","574,293   ",64.2,"553,279   ",61.8,"21,014   ",3.7
45,South Carolina,2020,2,"4,038,171   ","2,322,982   ",57.5,"2,254,742   ",55.8,"68,240   ",2.9
46,South Dakota,2020,2,"673,197   ","463,763   ",68.9,"452,047   ",67.1,"11,716   ",2.5
47,Tennessee,2020,2,"5,435,124   ","3,333,416   ",61.3,"3,217,481   ",59.2,"115,935   ",3.5
48,Texas,2020,2,"21,998,554   ","14,044,023   ",63.8,"13,544,117   ",61.6,"499,906   ",3.6
49,Utah,2020,2,"2,397,938   ","1,635,501   ",68.2,"1,595,056   ",66.5,"40,445   ",2.5
50,Vermont,2020,2,"533,991   ","351,542   ",65.8,"343,765   ",64.4,"7,777   ",2.2
51,Virginia,2020,2,"6,749,274   ","4,431,692   ",65.7,"4,301,256   ",63.7,"130,436   ",2.9
53,Washington,2020,2,"6,082,503   ","3,975,448   ",65.4,"3,823,597   ",62.9,"151,851   ",3.8
54,West Virginia,2020,2,"1,449,587   ","796,737   ",55.0,"754,670   ",52.1,"42,067   ",5.3
55,Wisconsin,2020,2,"4,687,171   ","3,088,456   ",65.9,"2,995,950   ",63.9,"92,506   ",3.0
56,Wyoming,2020,2,"449,083   ","294,899   ",65.7,"281,045   ",62.6,"13,854   ",4.7
1,Alabama,2020,3,"3,953,349   ","2,257,190   ",57.1,"2,181,563   ",55.2,"75,627   ",3.4
2,Alaska,2020,3,"544,428   ","351,776   ",64.6,"332,470   ",61.1,"19,306   ",5.5
4,Arizona,2020,3,"5,618,816   ","3,471,496   ",61.8,"3,300,867   ",58.7,"170,629   ",4.9
5,Arkansas,2020,3,"2,339,011   ","1,370,421   ",58.6,"1,303,311   ",55.7,"67,110   ",4.9
6,California,2020,3,"31,101,801   ","19,279,024   ",62.0,"18,214,858   ",58.6,"1,064,166   ",5.5
37,Los Angeles County,2020,3,"8,047,549   ","4,996,994   ",62.1,"4,688,915   ",58.3,"308,079   ",6.2
8,Colorado,2020,3,"4,563,458   ","3,131,873   ",68.6,"3,028,141   ",66.4,"103,732   ",3.3
9,Connecticut,2020,3,"2,915,783   ","1,931,567   ",66.2,"1,856,382   ",63.7,"75,185   ",3.9
10,Delaware,2020,3,"790,277   ","486,281   ",61.5,"461,818   ",58.4,"24,463   ",5.0
11,District of Columbia,2020,3,"564,189   ","402,059   ",71.3,"379,017   ",67.2,"23,042   ",5.7
12,Florida,2020,3,"17,430,868   ","10,185,817   ",58.4,"9,779,208   ",56.1,"406,609   ",4.0
13,Georgia,2020,3,"8,273,465   ","5,195,902   ",62.8,"5,004,093   ",60.5,"191,809   ",3.7
15,Hawaii,2020,3,"1,124,485   ","687,050   ",61.1,"672,197   ",59.8,"14,853   ",2.2
16,Idaho,2020,3,"1,408,411   ","898,624   ",63.8,"874,283   ",62.1,"24,341   ",2.7
17,Illinois,2020,3,"10,113,769   ","6,453,631   ",63.8,"6,128,533   ",60.6,"325,098   ",5.0
18,Indiana,2020,3,"5,282,792   ","3,316,930   ",62.8,"3,201,982   ",60.6,"114,948   ",3.5
19,Iowa,2020,3,"2,495,326   ","1,716,150   ",68.8,"1,671,967   ",67.0,"44,183   ",2.6
20,Kansas,2020,3,"2,246,949   ","1,502,714   ",66.9,"1,454,455   ",64.7,"48,259   ",3.2
21,Kentucky,2020,3,"3,524,315   ","2,055,235   ",58.3,"1,970,322   ",55.9,"84,913   ",4.1
22,Louisiana,2020,3,"3,583,727   ","2,127,433   ",59.4,"1,985,884   ",55.4,"141,549   ",6.7
23,Maine,2020,3,"1,125,108   ","692,447   ",61.5,"670,338   ",59.6,"22,109   ",3.2
24,Maryland,2020,3,"4,859,717   ","3,362,070   ",69.2,"3,243,118   ",66.7,"118,952   ",3.5
25,Massachusetts,2020,3,"5,743,473   ","3,767,296   ",65.6,"3,663,226   ",63.8,"104,070   ",2.8
26,Michigan,2020,3,"8,060,244   ","4,914,397   ",61.0,"4,730,654   ",58.7,"183,743   ",3.7
27,Minnesota,2020,3,"4,474,513   ","3,121,760   ",69.8,"3,009,157   ",67.3,"112,603   ",3.6
28,Mississippi,2020,3,"2,279,730   ","1,272,954   ",55.8,"1,198,039   ",52.6,"74,915   ",5.9
29,Missouri,2020,3,"4,827,650   ","3,087,475   ",64.0,"2,978,541   ",61.7,"108,934   ",3.5
30,Montana,2020,3,"862,055   ","546,745   ",63.4,"527,842   ",61.2,"18,903   ",3.5
31,Nebraska,2020,3,"1,500,939   ","1,057,331   ",70.4,"1,011,018   ",67.4,"46,313   ",4.4
32,Nevada,2020,3,"2,442,901   ","1,541,337   ",63.1,"1,429,679   ",58.5,"111,658   ",7.2
33,New Hampshire,2020,3,"1,136,544   ","773,772   ",68.1,"753,809   ",66.3,"19,963   ",2.6
34,New Jersey,2020,3,"7,378,281   ","4,731,203   ",64.1,"4,538,549   ",61.5,"192,654   ",4.1
35,New Mexico,2020,3,"1,654,561   ","947,047   ",57.2,"892,283   ",53.9,"54,764   ",5.8
36,New York,2020,3,"16,236,177   ","9,857,996   ",60.7,"9,446,108   ",58.2,"411,888   ",4.2
51000,New York city,2020,3,"7,097,328   ","4,269,813   ",60.2,"4,079,042   ",57.5,"190,771   ",4.5
37,North Carolina,2020,3,"8,196,008   ","4,794,704   ",58.5,"4,604,557   ",56.2,"190,147   ",4.0
38,North Dakota,2020,3,"594,709   ","410,875   ",69.1,"400,840   ",67.4,"10,035   ",2.4
39,Ohio,2020,3,"9,315,901   ","5,836,200   ",62.6,"5,559,433   ",59.7,"276,767   ",4.7
40,Oklahoma,2020,3,"3,028,964   ","1,832,151   ",60.5,"1,773,343   ",58.5,"58,808   ",3.2
41,Oregon,2020,3,"3,425,283   ","2,085,592   ",60.9,"2,008,419   ",58.6,"77,173   ",3.7
42,Pennsylvania,2020,3,"10,426,857   ","6,544,736   ",62.8,"6,221,656   ",59.7,"323,080   ",4.9
44,Rhode Island,2020,3,"895,006   ","570,496   ",63.7,"549,728   ",61.4,"20,768   ",3.6
45,South Carolina,2020,3,"4,042,325   ","2,316,819   ",57.3,"2,245,791   ",55.6,"71,028   ",3.1
46,South Dakota,2020,3,"673,571   ","462,536   ",68.7,"451,294   ",67.0,"11,242   ",2.4
47,Tennessee,2020,3,"5,439,593   ","3,322,132   ",61.1,"3,204,962   ",58.9,"117,170   ",3.5
48,Texas,2020,3,"22,025,684   ","13,886,742   ",63.0,"13,192,514   ",59.9,"694,228   ",5.0
49,Utah,2020,3,"2,402,106   ","1,633,126   ",68.0,"1,592,671   ",66.3,"40,455   ",2.5
50,Vermont,2020,3,"534,118   ","351,214   ",65.8,"342,469   ",64.1,"8,745   ",2.5
51,Virginia,2020,3,"6,752,283   ","4,435,006   ",65.7,"4,293,314   ",63.6,"141,692   ",3.2
53,Washington,2020,3,"6,088,663   ","3,959,292   ",65.0,"3,752,772   ",61.6,"206,520   ",5.2
54,West Virginia,2020,3,"1,448,971   ","794,006   ",54.8,"751,985   ",51.9,"42,021   ",5.3
55,Wisconsin,2020,3,"4,688,750   ","3,077,856   ",65.6,"2,989,234   ",63.8,"88,622   ",2.9
56,Wyoming,2020,3,"449,285   ","294,534   ",65.6,"279,961   ",62.3,"14,573   ",4.9
1,Alabama,2020,4,"3,958,957   ","2,197,212   ",55.5,"1,894,333   ",47.8,"302,879   ",13.8
2,Alaska,2020,4,"544,768   ","337,740   ",62.0,"297,837   ",54.7,"39,903   ",11.8
4,Arizona,2020,4,"5,632,105   ","3,392,569   ",60.2,"2,924,473   ",51.9,"468,096   ",13.8
5,Arkansas,2020,4,"2,342,915   ","1,354,929   ",57.8,"1,217,892   ",52.0,"137,037   ",10.1
6,California,2020,4,"31,220,365   ","18,734,307   ",60.0,"15,715,696   ",50.3,"3,018,611   ",16.1
37,Los Angeles County,2020,4,"8,076,351   ","4,800,114   ",59.4,"3,964,435   ",49.1,"835,679   ",17.4
8,Colorado,2020,4,"4,579,912   ","3,010,172   ",65.7,"2,674,983   ",58.4,"335,189   ",11.1
9,Connecticut,2020,4,"2,912,065   ","1,837,410   ",63.1,"1,686,681   ",57.9,"150,729   ",8.2
10,Delaware,2020,4,"793,948   ","471,552   ",59.4,"410,044   ",51.6,"61,508   ",13.0
11,District of Columbia,2020,4,"566,000   ","391,969   ",69.3,"348,069   ",61.5,"43,900   ",11.2
12,Florida,2020,4,"17,463,406   ","9,419,108   ",53.9,"8,168,575   ",46.8,"1,250,533   ",13.3
